0	0	0	0	0	
0	0	0	0	0	
0.08887933	-0.368214	0.2346407	-0.9720822	0.378789	
-0.02742863	-0.4120679	-0.9356973	-0.3528039	0.1243008	
-1.857622	-0.2976673	-0.9980521	0.06238563	1.833766	
-4.791409	-0.1372661	-0.9985087	0.05459224	2.938168	
-7.129619	0.3579876	-0.9782961	0.2072118	2.390085	
-9.959875	0.7581176	-0.9901538	0.1399839	2.8584	
-13.03297	0.4052634	-0.9934726	-0.114071	3.093285	
-16.10124	-0.8903444	-0.9212371	-0.3890017	3.330596	
-19.34138	-1.639808	-0.9742766	-0.2253556	3.325695	
-23.11737	-1.207476	-0.9935092	0.1137522	3.800653	
-27.23891	0.3431313	-0.9359533	0.3521243	4.403579	
-30.85126	1.163764	-0.9751536	0.22153	3.704386	
-34.63966	0.4787583	-0.9840429	-0.1779314	3.849831	
-38.76516	-1.450875	-0.9058129	-0.423678	4.554481	
-43.79057	-2.643733	-0.972966	-0.2309488	5.165034	
-48.02396	-3.114955	-0.9938619	-0.1106274	4.259544	
-51.98856	-3.437804	-0.9967008	-0.0811643	3.977719	
-55.65396	-4.440007	-0.9645934	-0.2637417	3.799941	
-59.56321	-4.744641	-0.9969775	-0.07769083	3.921108	
-63.42956	-4.820736	-0.9998064	-0.01967747	3.867093	
-67.0361	-5.573436	-0.9789079	-0.2043019	3.684253	
-70.81548	-6.793787	-0.9516204	-0.3072761	3.971514	
-74.65492	-7.590588	-0.9791371	-0.2032004	3.921256	
-78.73288	-7.752542	-0.9992123	-0.03968319	4.081172	
-79.60438	-8.051864	-0.9457718	-0.3248319	0.9214677	
-81.49219	-9.070009	-0.8801532	-0.4746898	2.144865	
-84.71867	-9.497592	-0.9913328	-0.1313744	3.254688	
-88.31368	-9.58418	-0.9997101	-0.02407855	3.596059	
-92.42212	-9.974056	-0.9955275	-0.0944721	4.126894	
-96.87196	-11.85471	-0.9211141	-0.3892929	4.830937	
-100.7739	-13.10524	-0.9522893	-0.3051966	4.097471	
-103.6515	-12.98989	-0.9991976	0.04005174	2.879897	
-106.3469	-12.15028	-0.9547513	0.2974056	2.823124	
-110.8782	-11.35642	-0.9849978	0.1725669	4.600295	
-117.2713	-11.79478	-0.9976575	-0.06840669	6.408092	
-118.873	-11.96817	-0.9941922	-0.1076192	1.611103	
-120.4014	-12.51186	-0.9421598	-0.3351637	1.622162	
-124.1944	-13.4971	-0.9678811	-0.2514082	3.918924	
-128.7428	-14.33839	-0.9833214	-0.1818763	4.625572	
-131.0101	-14.50326	-0.9973663	-0.07252822	2.273214	
-132.0376	-14.03276	-0.9092242	0.4163068	1.130181	
-134.2753	-13.03333	-0.9130636	0.4078172	2.450678	
-138.2316	-12.95928	-0.9998249	0.01871201	3.956992	
-143.3525	-13.48104	-0.9948496	-0.1013621	5.147422	
-147.3314	-14.08947	-0.9885102	-0.1511547	4.025207	
-149.738	-14.268	-0.9972596	-0.07398107	2.413168	
-150.3686	-13.73625	-0.7644843	0.6446423	0.8248697	
-150.4862	-12.71401	-0.1143309	0.9934427	1.028989	
-150.5193	-11.23219	-0.02229845	0.9997513	1.48219	
-150.4505	-9.570282	0.04137313	0.9991438	1.663329	
-151.7864	-6.900872	-0.4475398	0.894264	2.985035	
-155.2954	-3.328721	-0.7007777	0.7133797	5.007363	
-158.918	-1.480507	-0.8907642	0.4544659	4.066782	
-161.3931	-0.1840632	-0.8858391	0.4639924	2.794106	
-163.0027	1.398278	-0.7131168	0.7010453	2.257118	
-163.567	3.795501	-0.229129	0.9733961	2.462741	
-163.1159	6.362421	0.1730932	0.9849055	2.60626	
-162.1243	8.253639	0.4643519	0.8856508	2.1354	
-161.481	8.989903	0.6579269	0.7530818	0.9776683	
-160.9259	8.128425	0.5417122	-0.840564	1.024882	
-162.1068	10.76049	-0.4093671	0.9123698	2.884866	
-163.5838	12.61498	-0.622999	0.7822227	2.370798	
-163.9769	14.44203	-0.2103253	0.9776314	1.86885	
-164.1807	16.98085	-0.08000869	0.9967941	2.546988	
-163.6035	20.05465	0.1845582	0.9828216	3.127521	
-163.5644	22.67129	0.01491516	0.9998888	2.616933	
-164.4949	25.12766	-0.3542196	0.9351623	2.626675	
-165.6868	28.7257	-0.3144611	0.9492704	3.790325	
-165.959	32.51689	-0.07161404	0.9974324	3.800952	
-165.7369	36.47553	0.05599958	0.9984308	3.964863	
-166.3526	41.12355	-0.1313132	0.9913409	4.688613	
-166.8882	45.29754	-0.1272709	0.991868	4.208217	
-167.2768	50.40376	-0.07588006	0.9971169	5.120981	
-167.417	52.71458	-0.0605849	0.998163	2.315078	
-167.3333	52.90932	0.395096	0.9186398	0.2119877	
-169.7871	54.35041	-0.862289	0.5064167	2.84566	
-173.1946	57.38205	-0.7471148	0.664695	4.560942	
-174.7885	59.89669	-0.5353665	0.8446198	2.977246	
-175.3386	63.50811	-0.1505882	0.9885966	3.653073	
-174.0137	68.94023	0.2369557	0.9715205	5.591364	
-173.369	74.2093	0.1214524	0.9925972	5.30837	
-174.6483	78.26865	-0.3005818	0.953756	4.256171	
-176.1343	82.00388	-0.3696538	0.9291696	4.019957	
-177.2166	85.6826	-0.282245	0.9593424	3.834633	
-177.2899	88.76991	-0.02373182	0.9997184	3.088173	
-177.8704	91.87067	-0.1839981	0.9829266	3.154622	
-178.0156	92.60098	-0.1950836	0.9807866	0.7446229	
-177.7223	93.50253	0.3094166	0.9509266	0.9480756	
-177.5777	96.2434	0.05269204	0.9986109	2.74468	
-179.2452	98.25756	-0.6377119	0.770275	2.614858	
-182.9161	100.6365	-0.8391926	0.5438343	4.374321	
-186.9611	100.755	-0.999571	0.02929018	4.04675	
